Order_ID,Order_Date,Customer_ID,Seller_ID,Order_Status,Payment_Method,Shipping_Mode
O0043736,2025-11-22,C00433,S0073,Completed,Wallet,Express
O0043737,2024-08-06,C01848,S0089,Completed,UPI,Same Day
O0043738,2024-06-30,C00967,S0001,Returned,Wallet,Express
O0043739,2024-10-13,C00791,S0006,Completed,COD,Same Day
O0043740,2025-01-19,C00720,S0081,Returned,Wallet,Same Day
O0043741,2025-09-20,C00440,S0047,Pending,Credit Card,Express
O0043742,2026-02-12,C00704,S0017,Completed,COD,Standard
O0043743,2024-06-27,C01731,S0037,Completed,Credit Card,Same Day
O0043744,2024-03-23,C01809,S0029,Completed,Debit Card,Express
O0043745,2026-01-13,C00604,S0082,Completed,UPI,Express
O0043746,2024-08-10,C00648,S0046,Completed,UPI,Express
O0043747,2024-02-16,C01364,S0004,Completed,COD,Same Day
O0043748,2024-07-04,C00712,S0068,Completed,UPI,Express
O0043749,2024-10-06,C00461,S0057,Completed,COD,Same Day
O0043750,2024-01-28,C00249,S0037,Completed,COD,Express
O0043751,2025-02-06,C01612,S0024,Cancelled,Debit Card,Express
O0043752,2024-02-20,C00688,S0052,Completed,UPI,Express
O0043753,2024-02-04,C00770,S0075,Completed,COD,Standard
O0043754,2024-04-30,C01877,S0023,Completed,Credit Card,Express
O0043755,2024-09-29,C00265,S0085,Completed,Wallet,Express
O0043756,2024-10-20,C00193,S0072,Completed,Net Banking,Standard
O0043757,2024-03-27,C01429,S0039,Completed,Debit Card,Express
O0043758,2024-12-15,C01720,S0007,Pending,Credit Card,Same Day
O0043759,2025-08-10,C01552,S0008,Returned,UPI,Standard
O0043760,2025-08-01,C01193,S0022,Pending,UPI,Express
O0043761,2025-08-25,C01885,S0095,Completed,Debit Card,Standard
O0043762,2024-12-06,C01017,S0025,Completed,Credit Card,Standard
O0043763,2025-07-17,C00323,S0050,Completed,COD,Standard
O0043764,2026-07-08,C01209,S0096,Completed,Credit Card,Standard
O0043765,2026-05-12,C01899,S0041,Completed,Wallet,Standard
O0043766,2025-05-31,C01535,S0075,Completed,Wallet,Standard
O0043767,2025-06-24,C00757,S0067,Completed,UPI,Same Day
O0043768,2025-03-01,C01368,S0044,Pending,Debit Card,Standard
O0043769,2025-12-08,C01108,S0049,Completed,Debit Card,Same Day
O0043770,2025-02-28,C01320,S0046,Completed,Debit Card,Standard
O0043771,2024-07-13,C01065,S0082,Completed,Credit Card,Same Day
O0043772,2025-05-19,C01702,S0093,Completed,Net Banking,Express
O0043773,2025-06-03,C01905,S0070,Completed,Wallet,Same Day
O0043774,2026-03-22,C00115,S0079,Completed,COD,Express
O0043775,2024-07-25,C01707,S0084,Completed,Net Banking,Same Day
O0043776,2025-04-29,C01801,S0059,Completed,Credit Card,Express
O0043777,2026-03-15,C00530,S0097,Completed,UPI,Express
O0043778,2025-12-28,C01493,S0042,Completed,Net Banking,Standard
O0043779,2025-06-11,C00459,S0003,Completed,Credit Card,Express
O0043780,2025-11-03,C01828,S0096,Completed,Debit Card,Standard
O0043781,2024-08-29,C00130,S0061,Completed,COD,Standard
O0043782,2025-08-11,C01911,S0054,Cancelled,Credit Card,Same Day
O0043783,2024-12-29,C01284,S0026,Completed,Debit Card,Express
O0043784,2025-06-28,C01196,S0057,Pending,COD,Standard
O0043785,2026-01-07,C01498,S0048,Completed,UPI,Same Day
O0043786,2024-11-15,C00691,S0080,Completed,Credit Card,Same Day
O0043787,2024-07-19,C00553,S0004,Completed,Net Banking,Same Day
O0043788,2024-12-12,C01023,S0037,Completed,UPI,Standard
O0043789,2024-08-25,C00954,S0081,Completed,Wallet,Express
O0043790,2026-03-22,C01294,S0018,Completed,COD,Standard
O0043791,2024-05-27,C01540,S0025,Completed,Wallet,Standard
O0043792,2026-03-11,C01937,S0043,Completed,COD,Same Day
O0043793,2024-12-30,C01687,S0027,Completed,UPI,Standard
O0043794,2024-10-15,C00663,S0075,Cancelled,Credit Card,Express
O0043795,2025-03-18,C01882,S0100,Completed,Debit Card,Same Day
O0043796,2026-03-03,C00352,S0006,Completed,Net Banking,Same Day
O0043797,2024-04-21,C01991,S0049,Completed,Credit Card,Same Day
O0043798,2024-09-10,C01809,S0056,Completed,Debit Card,Standard
O0043799,2026-03-06,C00309,S0058,Completed,Debit Card,Standard
O0043800,2025-07-20,C01169,S0067,Completed,Net Banking,Same Day
O0043801,2024-04-25,C00050,S0062,Completed,Credit Card,Express
O0043802,2025-09-08,C01343,S0086,Completed,UPI,Standard
O0043803,2025-06-20,C01697,S0056,Completed,Debit Card,Same Day
O0043804,2024-03-16,C01283,S0089,Completed,Net Banking,Express
O0043805,2025-04-25,C00113,S0053,Completed,Debit Card,Express
O0043806,2026-07-23,C01919,S0086,Completed,Net Banking,Same Day
O0043807,2024-05-07,C00984,S0022,Completed,Wallet,Same Day
O0043808,2024-06-05,C01979,S0070,Completed,UPI,Standard
O0043809,2024-04-16,C01134,S0082,Completed,UPI,Standard
O0043810,2024-09-23,C01805,S0003,Completed,Credit Card,Standard
O0043811,2025-03-03,C01217,S0093,Completed,UPI,Express
O0043812,2025-05-17,C01004,S0095,Cancelled,Debit Card,Same Day
O0043813,2024-08-07,C00365,S0009,Completed,Credit Card,Standard
O0043814,2024-08-15,C00042,S0064,Cancelled,Credit Card,Same Day
O0043815,2025-01-04,C01505,S0017,Returned,Net Banking,Same Day
O0043816,2025-08-10,C00119,S0071,Completed,Net Banking,Express
O0043817,2024-01-29,C01369,S0075,Completed,Credit Card,Express
O0043818,2024-12-31,C01187,S0069,Completed,Wallet,Express
O0043819,2024-06-20,C00393,S0064,Completed,Debit Card,Express
O0043820,2026-01-14,C00268,S0051,Completed,COD,Same Day
O0043821,2025-05-18,C01355,S0088,Cancelled,UPI,Same Day
O0043822,2025-12-27,C01011,S0093,Completed,Credit Card,Same Day
O0043823,2025-09-24,C00658,S0100,Completed,Credit Card,Same Day
O0043824,2024-09-22,C00948,S0022,Completed,UPI,Express
O0043825,2025-06-18,C01540,S0045,Completed,Credit Card,Express
O0043826,2025-02-01,C01479,S0067,Completed,Credit Card,Standard
O0043827,2025-03-24,C01543,S0051,Completed,COD,Standard
O0043828,2025-01-08,C01489,S0087,Completed,Net Banking,Standard
O0043829,2025-03-15,C01474,S0044,Completed,Debit Card,Same Day
O0043830,2024-08-14,C01241,S0043,Completed,Credit Card,Express
O0043831,2025-03-18,C00950,S0066,Completed,Credit Card,Standard
O0043832,2026-07-27,C00119,S0053,Completed,Debit Card,Standard
O0043833,2026-04-03,C01574,S0064,Completed,Debit Card,Same Day
O0043834,2025-04-20,C00572,S0032,Completed,COD,Same Day
O0043835,2025-04-05,C00516,S0026,Pending,UPI,Same Day
O0043836,2025-02-12,C01197,S0046,Completed,UPI,Same Day
O0043837,2024-04-30,C00203,S0085,Completed,Net Banking,Same Day
O0043838,2025-08-24,C01816,S0032,Cancelled,COD,Standard
O0043839,2024-01-26,C01711,S0048,Completed,Net Banking,Same Day
O0043840,2024-11-24,C01793,S0055,Completed,Net Banking,Same Day
O0043841,2025-07-04,C00155,S0026,Completed,UPI,Standard
O0043842,2026-02-20,C01508,S0066,Completed,Debit Card,Same Day
O0043843,2026-01-02,C01436,S0009,Completed,COD,Standard
O0043844,2026-08-10,C00667,S0044,Completed,Net Banking,Express
O0043845,2025-09-02,C00260,S0030,Completed,Credit Card,Standard
O0043846,2025-07-07,C00125,S0057,Completed,UPI,Standard
O0043847,2026-02-11,C01335,S0033,Completed,Net Banking,Express
O0043848,2024-01-29,C00670,S0042,Completed,COD,Express
O0043849,2025-04-22,C01886,S0099,Completed,Wallet,Express
O0043850,2025-09-21,C01935,S0028,Completed,Wallet,Express
O0043851,2024-08-22,C01972,S0054,Completed,Wallet,Standard
O0043852,2026-04-03,C01288,S0040,Completed,Credit Card,Express
O0043853,2024-06-20,C00092,S0014,Completed,COD,Same Day
O0043854,2024-05-01,C00129,S0055,Completed,Debit Card,Express
O0043855,2025-01-10,C00812,S0072,Completed,Net Banking,Express
O0043856,2024-02-05,C00211,S0039,Completed,COD,Express
O0043857,2025-12-16,C01291,S0021,Cancelled,Net Banking,Same Day
O0043858,2024-04-19,C01383,S0022,Completed,Debit Card,Same Day
O0043859,2024-09-30,C01566,S0087,Completed,UPI,Express
O0043860,2024-09-07,C01371,S0064,Completed,Net Banking,Express
O0043861,2024-03-24,C01530,S0035,Completed,COD,Express
O0043862,2025-01-19,C00499,S0076,Completed,Debit Card,Standard
O0043863,2024-03-29,C00140,S0004,Completed,COD,Standard
O0043864,2024-07-17,C00520,S0085,Completed,Wallet,Standard
O0043865,2024-10-06,C01433,S0051,Pending,Net Banking,Same Day
O0043866,2026-08-03,C01141,S0082,Completed,UPI,Same Day
O0043867,2025-06-30,C01857,S0041,Completed,COD,Same Day
O0043868,2024-06-19,C00446,S0063,Completed,Debit Card,Same Day
O0043869,2025-06-03,C01372,S0042,Completed,Credit Card,Same Day
O0043870,2026-01-01,C01380,S0084,Completed,UPI,Same Day
O0043871,2026-03-19,C00827,S0007,Completed,COD,Same Day
O0043872,2026-06-26,C01456,S0080,Completed,Net Banking,Same Day
O0043873,2026-04-19,C01253,S0015,Completed,Net Banking,Same Day
O0043874,2026-04-16,C00488,S0059,Completed,UPI,Standard
O0043875,2025-06-08,C01108,S0063,Completed,Net Banking,Same Day
O0043876,2026-05-07,C00568,S0006,Completed,Wallet,Same Day
O0043877,2024-02-03,C01501,S0003,Completed,COD,Same Day
O0043878,2025-05-04,C00192,S0037,Completed,COD,Same Day
O0043879,2026-07-18,C01653,S0025,Completed,Net Banking,Express
O0043880,2024-04-12,C01862,S0073,Completed,Debit Card,Standard
O0043881,2025-02-01,C01551,S0046,Completed,Debit Card,Same Day
O0043882,2026-02-06,C01314,S0069,Completed,Debit Card,Standard
O0043883,2024-11-07,C00024,S0053,Completed,Debit Card,Same Day
O0043884,2025-04-02,C01202,S0073,Completed,Credit Card,Express
O0043885,2026-04-29,C00919,S0023,Completed,UPI,Standard
O0043886,2024-12-05,C01255,S0077,Completed,COD,Standard
O0043887,2026-06-07,C00361,S0067,Completed,Credit Card,Express
O0043888,2024-11-20,C01653,S0083,Completed,Wallet,Standard
O0043889,2024-05-20,C01085,S0097,Completed,UPI,Express
O0043890,2025-03-15,C00630,S0012,Completed,UPI,Standard
O0043891,2024-03-22,C01135,S0022,Completed,Net Banking,Same Day
O0043892,2024-07-24,C00363,S0060,Completed,COD,Same Day
O0043893,2025-11-11,C01694,S0018,Completed,Credit Card,Express
O0043894,2024-10-25,C00642,S0017,Completed,Wallet,Express
O0043895,2024-07-30,C00066,S0036,Completed,COD,Standard
O0043896,2024-08-21,C01599,S0001,Completed,Credit Card,Express
O0043897,2025-11-08,C01311,S0018,Completed,UPI,Standard
O0043898,2024-02-22,C00670,S0078,Completed,Credit Card,Same Day
O0043899,2026-03-21,C01038,S0073,Completed,COD,Same Day
O0043900,2025-08-30,C00840,S0004,Completed,Credit Card,Express
O0043901,2025-07-22,C00207,S0035,Completed,COD,Same Day
O0043902,2025-09-06,C01800,S0006,Completed,Wallet,Standard
O0043903,2024-03-23,C01450,S0079,Completed,Wallet,Same Day
O0043904,2025-03-01,C00811,S0004,Completed,Debit Card,Same Day
O0043905,2024-09-01,C01127,S0082,Completed,Credit Card,Express
O0043906,2026-05-04,C00227,S0049,Completed,UPI,Standard
O0043907,2025-04-03,C00675,S0050,Completed,Net Banking,Same Day
O0043908,2024-12-08,C01009,S0086,Completed,COD,Standard
O0043909,2024-09-13,C00187,S0016,Completed,Wallet,Standard
O0043910,2025-08-03,C00304,S0042,Completed,Credit Card,Standard
O0043911,2026-03-19,C00061,S0071,Completed,UPI,Express
O0043912,2024-02-04,C00199,S0005,Completed,UPI,Standard
O0043913,2025-06-07,C01469,S0097,Completed,UPI,Standard
O0043914,2025-06-08,C00017,S0088,Completed,Credit Card,Express
O0043915,2024-05-09,C01691,S0077,Pending,Net Banking,Express
O0043916,2025-02-06,C01787,S0029,Completed,Credit Card,Standard
O0043917,2025-11-18,C00003,S0040,Completed,Credit Card,Same Day
O0043918,2025-12-15,C00031,S0064,Completed,COD,Standard
O0043919,2026-04-24,C00942,S0081,Completed,COD,Same Day
O0043920,2024-05-23,C00817,S0058,Completed,Wallet,Standard
O0043921,2025-02-24,C01355,S0011,Completed,Credit Card,Standard
O0043922,2024-12-20,C00324,S0054,Completed,Credit Card,Express
O0043923,2026-01-17,C00565,S0028,Completed,Debit Card,Express
O0043924,2025-08-29,C00926,S0084,Completed,Credit Card,Standard
O0043925,2024-02-13,C01600,S0023,Pending,Debit Card,Standard
O0043926,2026-03-08,C00389,S0010,Pending,Debit Card,Same Day
O0043927,2024-10-15,C00640,S0076,Completed,Net Banking,Same Day
O0043928,2025-08-12,C01971,S0041,Completed,Net Banking,Standard
O0043929,2025-05-06,C00514,S0022,Completed,COD,Same Day
O0043930,2024-08-29,C01037,S0014,Completed,Wallet,Same Day
O0043931,2025-12-19,C00924,S0059,Completed,Debit Card,Standard
O0043932,2025-02-24,C00966,S0067,Completed,Debit Card,Same Day
O0043933,2024-07-29,C00614,S0075,Completed,COD,Express
O0043934,2024-04-04,C00719,S0079,Completed,COD,Express
O0043935,2025-11-12,C01892,S0032,Completed,Credit Card,Same Day
O0043936,2024-10-07,C00092,S0023,Completed,COD,Same Day
O0043937,2024-07-20,C00096,S0052,Completed,Credit Card,Standard
O0043938,2024-07-31,C00287,S0028,Completed,UPI,Express
O0043939,2025-02-26,C00262,S0092,Completed,Net Banking,Same Day
O0043940,2026-03-10,C00854,S0089,Completed,Credit Card,Express
O0043941,2024-01-21,C00733,S0081,Completed,COD,Same Day
O0043942,2024-02-22,C01195,S0060,Completed,COD,Same Day
O0043943,2025-10-01,C01082,S0005,Completed,UPI,Express
O0043944,2024-09-18,C00713,S0072,Completed,COD,Express
O0043945,2026-08-08,C00134,S0006,Completed,Debit Card,Standard
O0043946,2025-08-26,C01381,S0054,Completed,UPI,Same Day
O0043947,2025-02-13,C01751,S0026,Completed,Credit Card,Standard
O0043948,2024-11-23,C01359,S0046,Completed,Net Banking,Same Day
O0043949,2026-05-09,C01423,S0005,Completed,Wallet,Standard
O0043950,2025-09-05,C01261,S0020,Completed,Wallet,Same Day
O0043951,2026-04-28,C01513,S0078,Returned,Debit Card,Express
O0043952,2025-01-30,C01707,S0011,Completed,Debit Card,Same Day
O0043953,2024-03-10,C01357,S0079,Completed,Wallet,Same Day
O0043954,2024-03-26,C01985,S0037,Completed,COD,Standard
O0043955,2024-06-06,C00426,S0030,Completed,Credit Card,Express
O0043956,2024-06-15,C00823,S0100,Cancelled,UPI,Express
O0043957,2024-01-07,C01971,S0055,Completed,Debit Card,Standard
O0043958,2026-01-31,C00043,S0055,Completed,Net Banking,Express
O0043959,2026-07-04,C00327,S0009,Completed,Credit Card,Same Day
O0043960,2025-05-10,C01323,S0014,Pending,Net Banking,Standard
O0043961,2025-10-20,C01194,S0031,Completed,Net Banking,Standard
O0043962,2025-07-19,C00681,S0047,Completed,COD,Same Day
O0043963,2024-11-19,C00281,S0014,Completed,Wallet,Same Day
O0043964,2025-03-11,C00529,S0060,Completed,Debit Card,Standard
O0043965,2024-05-09,C00925,S0073,Completed,Credit Card,Express
O0043966,2025-11-05,C01335,S0065,Completed,Credit Card,Express
O0043967,2026-02-05,C00234,S0034,Completed,COD,Express
O0043968,2024-02-07,C01290,S0039,Cancelled,Debit Card,Standard
O0043969,2025-01-02,C00746,S0064,Completed,UPI,Same Day
O0043970,2026-06-24,C00689,S0058,Completed,Credit Card,Standard
O0043971,2025-03-08,C00435,S0038,Completed,COD,Express
O0043972,2024-01-06,C00804,S0043,Completed,UPI,Same Day
O0043973,2025-12-09,C01203,S0075,Completed,COD,Same Day
O0043974,2025-11-12,C00917,S0036,Completed,UPI,Express
O0043975,2024-03-31,C00773,S0024,Completed,COD,Same Day
O0043976,2024-01-22,C01392,S0010,Completed,COD,Standard
O0043977,2026-07-31,C01469,S0095,Completed,Net Banking,Standard
O0043978,2026-02-24,C01202,S0062,Completed,UPI,Express
O0043979,2025-12-10,C01008,S0086,Completed,Net Banking,Standard
O0043980,2024-08-31,C00500,S0008,Completed,Net Banking,Same Day
O0043981,2025-04-22,C00425,S0012,Completed,UPI,Same Day
O0043982,2025-06-05,C00446,S0028,Cancelled,Wallet,Express
O0043983,2026-04-30,C00749,S0091,Completed,Wallet,Standard
O0043984,2025-11-14,C00971,S0016,Completed,UPI,Standard
O0043985,2024-09-04,C01955,S0052,Completed,COD,Standard
O0043986,2026-02-07,C00688,S0068,Completed,Net Banking,Same Day
O0043987,2026-01-18,C00015,S0009,Returned,Net Banking,Same Day
O0043988,2024-05-08,C00824,S0084,Completed,Net Banking,Same Day
O0043989,2024-02-13,C00833,S0038,Completed,Wallet,Express
O0043990,2024-08-16,C01752,S0007,Completed,UPI,Same Day
O0043991,2025-03-05,C01812,S0060,Returned,COD,Express
O0043992,2025-07-13,C01587,S0070,Completed,Debit Card,Same Day
O0043993,2025-01-21,C00132,S0006,Completed,COD,Same Day
O0043994,2025-07-01,C01759,S0099,Completed,Credit Card,Standard
O0043995,2026-03-31,C00765,S0072,Completed,Credit Card,Standard
O0043996,2024-06-30,C01337,S0040,Completed,Debit Card,Same Day
O0043997,2024-06-28,C01835,S0003,Returned,Net Banking,Same Day
O0043998,2025-06-16,C01308,S0030,Completed,Wallet,Standard
O0043999,2026-03-04,C00563,S0073,Completed,Wallet,Standard
O0044000,2024-01-19,C01747,S0088,Cancelled,Debit Card,Same Day
O0044001,2025-11-12,C00414,S0051,Completed,Wallet,Express
O0044002,2024-11-27,C01878,S0080,Completed,COD,Standard
O0044003,2024-01-29,C00805,S0097,Cancelled,UPI,Express
O0044004,2024-06-02,C00404,S0079,Completed,COD,Standard
O0044005,2025-01-20,C01762,S0063,Completed,Credit Card,Standard
O0044006,2026-01-02,C01118,S0068,Returned,UPI,Express
O0044007,2024-09-19,C01058,S0033,Completed,Net Banking,Standard
O0044008,2025-08-24,C01487,S0004,Completed,COD,Express
O0044009,2024-02-22,C00494,S0096,Completed,Debit Card,Same Day
O0044010,2026-07-07,C00827,S0004,Pending,Credit Card,Same Day
O0044011,2025-08-02,C01152,S0075,Completed,Debit Card,Express
O0044012,2024-08-21,C01430,S0060,Completed,Credit Card,Standard
O0044013,2024-07-15,C00806,S0080,Completed,UPI,Same Day
O0044014,2025-09-16,C00905,S0004,Completed,COD,Express
O0044015,2026-08-07,C00770,S0083,Completed,Net Banking,Standard
O0044016,2025-06-30,C01603,S0092,Completed,Debit Card,Express
O0044017,2025-07-12,C00243,S0054,Completed,Debit Card,Standard
O0044018,2024-02-05,C00418,S0030,Completed,COD,Express
O0044019,2026-07-20,C00759,S0099,Completed,Net Banking,Standard
O0044020,2025-05-17,C00605,S0071,Completed,Debit Card,Standard
O0044021,2025-12-28,C00090,S0038,Completed,Credit Card,Same Day
O0044022,2024-11-21,C00245,S0062,Completed,Debit Card,Same Day
O0044023,2025-09-02,C00083,S0009,Cancelled,Debit Card,Same Day
O0044024,2024-05-26,C00773,S0009,Completed,UPI,Same Day
O0044025,2025-07-31,C00649,S0039,Completed,COD,Standard
O0044026,2024-06-13,C00143,S0056,Cancelled,Debit Card,Express
O0044027,2025-10-28,C01115,S0032,Completed,Debit Card,Same Day
O0044028,2026-06-07,C01246,S0087,Completed,Credit Card,Express
O0044029,2026-07-22,C00199,S0056,Completed,Wallet,Express
O0044030,2024-07-02,C01762,S0091,Completed,Net Banking,Standard
O0044031,2024-07-01,C01401,S0034,Cancelled,Credit Card,Standard
O0044032,2024-01-19,C00103,S0015,Completed,Net Banking,Same Day
O0044033,2025-08-19,C00550,S0069,Completed,UPI,Same Day
O0044034,2026-03-26,C01602,S0045,Completed,Wallet,Same Day
O0044035,2025-03-30,C00327,S0060,Completed,Credit Card,Express
O0044036,2024-12-07,C00826,S0051,Completed,Wallet,Standard
O0044037,2024-06-15,C00170,S0028,Completed,COD,Standard
O0044038,2024-01-25,C00040,S0030,Completed,Net Banking,Standard
O0044039,2024-10-06,C00585,S0036,Completed,COD,Standard
O0044040,2024-05-31,C00629,S0048,Completed,Credit Card,Express
O0044041,2026-03-02,C01604,S0007,Completed,Wallet,Standard
O0044042,2024-07-03,C01638,S0032,Completed,UPI,Standard
O0044043,2025-01-31,C00677,S0056,Completed,Debit Card,Express
O0044044,2025-07-07,C00789,S0028,Completed,Net Banking,Standard
O0044045,2025-03-25,C00237,S0095,Completed,COD,Express
O0044046,2024-12-17,C00692,S0003,Completed,Debit Card,Standard
O0044047,2024-05-27,C01184,S0063,Completed,Net Banking,Express
O0044048,2026-04-07,C01217,S0036,Completed,UPI,Same Day
O0044049,2026-05-02,C00659,S0015,Completed,UPI,Same Day
O0044050,2026-07-02,C01100,S0012,Completed,Net Banking,Express
O0044051,2025-08-30,C00017,S0070,Completed,Wallet,Express
O0044052,2026-04-04,C01415,S0079,Completed,UPI,Same Day
O0044053,2025-01-18,C01239,S0076,Completed,Net Banking,Same Day
O0044054,2025-10-22,C00856,S0096,Pending,COD,Standard
O0044055,2025-01-02,C00941,S0051,Completed,Wallet,Standard
O0044056,2025-07-07,C00799,S0027,Completed,COD,Standard
O0044057,2026-06-22,C00298,S0008,Completed,Wallet,Express
O0044058,2025-03-09,C00252,S0071,Completed,Credit Card,Standard
O0044059,2025-09-25,C00303,S0077,Completed,Wallet,Same Day
O0044060,2024-07-14,C01433,S0055,Completed,UPI,Same Day
O0044061,2024-09-15,C00651,S0076,Completed,Net Banking,Same Day
O0044062,2025-10-09,C01048,S0054,Completed,UPI,Same Day
O0044063,2024-08-09,C01742,S0083,Completed,Credit Card,Standard
O0044064,2025-10-23,C00814,S0083,Completed,UPI,Standard
O0044065,2025-12-09,C00256,S0035,Completed,Net Banking,Standard
O0044066,2026-07-05,C00003,S0058,Cancelled,Debit Card,Express
O0044067,2024-05-22,C01985,S0043,Completed,Wallet,Express
O0044068,2026-06-28,C01892,S0090,Completed,Debit Card,Same Day
O0044069,2026-08-12,C01214,S0069,Completed,Credit Card,Express
O0044070,2025-07-01,C01984,S0064,Completed,Wallet,Express
O0044071,2024-02-17,C01173,S0007,Pending,Credit Card,Same Day
O0044072,2024-12-04,C01783,S0079,Completed,Net Banking,Same Day
O0044073,2026-07-25,C00876,S0012,Completed,Wallet,Same Day
O0044074,2026-07-04,C01360,S0011,Cancelled,Credit Card,Express
O0044075,2024-12-31,C00440,S0050,Completed,COD,Standard
O0044076,2026-08-05,C01162,S0057,Completed,Net Banking,Express
O0044077,2026-01-13,C01376,S0059,Completed,Debit Card,Standard
O0044078,2026-05-04,C01649,S0067,Returned,Wallet,Express
O0044079,2024-04-13,C00536,S0062,Completed,COD,Express
O0044080,2025-12-24,C00949,S0054,Completed,Debit Card,Same Day
O0044081,2024-07-16,C00145,S0059,Completed,Net Banking,Standard
O0044082,2025-01-28,C01440,S0057,Cancelled,Credit Card,Standard
O0044083,2025-06-24,C01694,S0044,Completed,Debit Card,Express
O0044084,2024-04-04,C01078,S0038,Pending,Credit Card,Express
O0044085,2025-01-08,C01192,S0033,Completed,Wallet,Standard
O0044086,2025-07-15,C00302,S0010,Completed,Credit Card,Express
O0044087,2026-04-29,C00622,S0060,Completed,COD,Same Day
O0044088,2025-09-22,C01056,S0062,Completed,Credit Card,Standard
O0044089,2026-01-10,C01470,S0041,Completed,Wallet,Same Day
O0044090,2024-05-12,C00659,S0016,Cancelled,Credit Card,Same Day
O0044091,2025-12-31,C01669,S0084,Pending,UPI,Standard
O0044092,2024-03-10,C01135,S0047,Completed,Credit Card,Standard
O0044093,2024-07-09,C00429,S0002,Completed,Debit Card,Same Day
O0044094,2024-04-02,C00401,S0036,Completed,Wallet,Express
O0044095,2025-01-29,C01449,S0060,Completed,Net Banking,Same Day
O0044096,2025-09-07,C00320,S0075,Completed,Net Banking,Standard
O0044097,2024-03-19,C01923,S0043,Completed,COD,Express
O0044098,2024-09-18,C01684,S0050,Completed,COD,Same Day
O0044099,2026-08-07,C00578,S0066,Cancelled,UPI,Same Day
O0044100,2025-01-04,C00813,S0033,Completed,Credit Card,Standard
O0044101,2025-05-17,C01583,S0007,Completed,UPI,Same Day
O0044102,2024-11-21,C01450,S0019,Completed,Wallet,Express
O0044103,2024-08-22,C01530,S0027,Completed,Debit Card,Standard
O0044104,2026-07-02,C01730,S0077,Completed,Wallet,Same Day
O0044105,2025-01-04,C01346,S0004,Completed,Net Banking,Express
O0044106,2026-02-18,C00140,S0070,Completed,Debit Card,Express
O0044107,2025-09-10,C00054,S0052,Completed,Debit Card,Standard
O0044108,2025-10-21,C00018,S0073,Completed,Credit Card,Express
O0044109,2024-08-30,C01826,S0031,Completed,Debit Card,Same Day
O0044110,2024-09-01,C01637,S0069,Completed,Debit Card,Express
O0044111,2025-08-30,C01165,S0077,Completed,Wallet,Same Day
O0044112,2024-05-23,C00969,S0088,Completed,Net Banking,Express
O0044113,2025-11-13,C01088,S0064,Completed,UPI,Standard
O0044114,2024-09-04,C00896,S0093,Completed,Credit Card,Express
O0044115,2024-11-29,C01931,S0077,Completed,Debit Card,Same Day
O0044116,2024-11-05,C00356,S0092,Completed,Credit Card,Same Day
O0044117,2024-02-18,C01810,S0011,Completed,Wallet,Express
O0044118,2026-07-02,C01716,S0086,Completed,UPI,Express
O0044119,2024-03-10,C00632,S0076,Completed,Net Banking,Express
O0044120,2025-06-01,C01951,S0100,Cancelled,Credit Card,Same Day
O0044121,2025-08-21,C00334,S0054,Completed,Debit Card,Standard
O0044122,2025-03-24,C01551,S0033,Pending,Wallet,Express
O0044123,2026-05-12,C00972,S0035,Completed,Net Banking,Standard
O0044124,2025-11-21,C00982,S0035,Completed,Credit Card,Same Day
O0044125,2024-04-06,C01026,S0027,Completed,Wallet,Same Day
O0044126,2025-02-26,C00473,S0057,Completed,Debit Card,Express
O0044127,2024-12-21,C01125,S0053,Completed,Debit Card,Standard
O0044128,2025-03-18,C01988,S0098,Completed,COD,Express
O0044129,2026-05-13,C00795,S0028,Cancelled,Wallet,Same Day
O0044130,2025-01-24,C00070,S0085,Completed,Credit Card,Same Day
O0044131,2026-03-11,C00972,S0059,Cancelled,Debit Card,Standard
O0044132,2024-12-09,C01909,S0056,Completed,Wallet,Express
O0044133,2024-04-25,C00836,S0046,Completed,UPI,Express
O0044134,2024-12-10,C00314,S0066,Completed,Credit Card,Same Day
O0044135,2025-06-21,C01156,S0039,Completed,UPI,Same Day
O0044136,2026-01-21,C01384,S0013,Completed,UPI,Express
O0044137,2025-09-10,C00696,S0054,Returned,Debit Card,Standard
O0044138,2024-03-19,C01513,S0052,Completed,Credit Card,Express
O0044139,2026-03-27,C00421,S0017,Completed,Debit Card,Standard
O0044140,2026-03-23,C01912,S0065,Completed,Net Banking,Express
O0044141,2026-07-27,C00514,S0046,Completed,Wallet,Same Day
O0044142,2025-09-24,C01455,S0085,Cancelled,UPI,Same Day
O0044143,2024-05-08,C01630,S0083,Completed,Debit Card,Standard
O0044144,2025-08-09,C00183,S0062,Completed,UPI,Same Day
O0044145,2024-03-27,C01269,S0098,Cancelled,Wallet,Same Day
O0044146,2025-05-30,C01732,S0015,Completed,Net Banking,Standard
O0044147,2024-02-03,C00567,S0033,Completed,COD,Same Day
O0044148,2026-01-20,C00855,S0098,Completed,COD,Same Day
O0044149,2026-08-02,C00763,S0072,Completed,Credit Card,Same Day
O0044150,2024-10-28,C00880,S0002,Completed,Wallet,Same Day
O0044151,2025-11-10,C00512,S0046,Pending,UPI,Same Day
O0044152,2026-03-25,C00502,S0064,Completed,COD,Same Day
O0044153,2024-08-23,C00047,S0071,Completed,Net Banking,Standard
O0044154,2024-09-15,C00993,S0068,Completed,UPI,Express
O0044155,2026-03-21,C00059,S0007,Completed,UPI,Standard
